         225
   404.000000000000e-3        186.000000000000e-3     
   418.000000000000e-3        186.000000000000e-3     
   418.000000000000e-3        200.000000000000e-3     
   432.000000000000e-3        200.000000000000e-3     
   432.000000000000e-3        221.000000000000e-3     
   418.000000000000e-3        221.000000000000e-3     
   418.000000000000e-3        235.000000000000e-3     
   397.000000000000e-3        235.000000000000e-3     
   397.000000000000e-3        243.000000000000e-3     
   375.000000000000e-3        243.000000000000e-3     
   375.000000000000e-3        257.000000000000e-3     
   368.000000000000e-3        257.000000000000e-3     
   368.000000000000e-3        264.000000000000e-3     
   347.000000000000e-3        264.000000000000e-3     
   347.000000000000e-3        278.000000000000e-3     
   336.000000000000e-3        278.000000000000e-3     
   336.000000000000e-3        328.000000000000e-3     
   347.000000000000e-3        328.000000000000e-3     
   347.000000000000e-3        342.000000000000e-3     
   368.000000000000e-3        342.000000000000e-3     
   368.000000000000e-3        353.000000000000e-3     
   418.000000000000e-3        353.000000000000e-3     
   418.000000000000e-3        342.000000000000e-3     
   432.000000000000e-3        342.000000000000e-3     
   432.000000000000e-3        356.000000000000e-3     
   447.000000000000e-3        356.000000000000e-3     
   447.000000000000e-3        321.000000000000e-3     
   447.000000000000e-3        292.000000000000e-3     
   432.000000000000e-3        292.000000000000e-3     
   432.000000000000e-3        314.000000000000e-3     
   418.000000000000e-3        314.000000000000e-3     
   418.000000000000e-3        321.000000000000e-3     
   397.000000000000e-3        321.000000000000e-3     
   397.000000000000e-3        333.000000000000e-3     
   375.000000000000e-3        333.000000000000e-3     
   375.000000000000e-3        321.000000000000e-3     
   361.000000000000e-3        321.000000000000e-3     
   361.000000000000e-3        299.000000000000e-3     
   375.000000000000e-3        299.000000000000e-3     
   375.000000000000e-3        285.000000000000e-3     
   397.000000000000e-3        285.000000000000e-3     
   397.000000000000e-3        271.000000000000e-3     
   418.000000000000e-3        271.000000000000e-3     
   418.000000000000e-3        264.000000000000e-3     
   439.000000000000e-3        264.000000000000e-3     
   439.000000000000e-3        250.000000000000e-3     
   454.000000000000e-3        250.000000000000e-3     
   454.000000000000e-3        243.000000000000e-3     
   461.000000000000e-3        243.000000000000e-3     
   461.000000000000e-3        214.000000000000e-3     
   461.000000000000e-3        193.000000000000e-3     
   447.000000000000e-3        193.000000000000e-3     
   447.000000000000e-3        179.000000000000e-3     
   439.000000000000e-3        179.000000000000e-3     
   439.000000000000e-3        167.000000000000e-3     
   419.000000000000e-3        167.000000000000e-3     
   419.000000000000e-3        150.000000000000e-3     
   439.000000000000e-3        150.000000000000e-3     
   454.000000000000e-3        150.000000000000e-3     
   475.000000000000e-3        150.000000000000e-3     
   475.000000000000e-3        171.000000000000e-3     
   496.000000000000e-3        171.000000000000e-3     
   496.000000000000e-3        193.000000000000e-3     
   496.000000000000e-3        214.000000000000e-3     
   496.000000000000e-3        243.000000000000e-3     
   496.000000000000e-3        271.000000000000e-3     
   496.000000000000e-3        292.000000000000e-3     
   496.000000000000e-3        317.000000000000e-3     
   496.000000000000e-3        335.000000000000e-3     
   470.000000000000e-3        335.000000000000e-3     
   470.000000000000e-3        356.000000000000e-3     
   496.000000000000e-3        356.000000000000e-3     
   347.000000000000e-3        150.000000000000e-3     
   539.000000000000e-3        356.000000000000e-3     
   560.000000000000e-3        356.000000000000e-3     
   589.000000000000e-3        356.000000000000e-3     
   589.000000000000e-3        342.000000000000e-3     
   603.000000000000e-3        342.000000000000e-3     
   610.000000000000e-3        342.000000000000e-3     
   610.000000000000e-3        335.000000000000e-3     
   610.000000000000e-3        321.000000000000e-3     
   624.000000000000e-3        321.000000000000e-3     
   624.000000000000e-3        278.000000000000e-3     
   610.000000000000e-3        278.000000000000e-3     
   610.000000000000e-3        257.000000000000e-3     
   589.000000000000e-3        257.000000000000e-3     
   589.000000000000e-3        250.000000000000e-3     
   575.000000000000e-3        250.000000000000e-3     
   560.000000000000e-3        250.000000000000e-3     
   542.000000000000e-3        250.000000000000e-3     
   542.000000000000e-3        264.000000000000e-3     
   560.000000000000e-3        264.000000000000e-3     
   575.000000000000e-3        264.000000000000e-3     
   575.000000000000e-3        271.000000000000e-3     
   582.000000000000e-3        271.000000000000e-3     
   582.000000000000e-3        285.000000000000e-3     
   596.000000000000e-3        285.000000000000e-3     
   560.000000000000e-3        335.000000000000e-3     
   596.000000000000e-3        314.000000000000e-3     
   582.000000000000e-3        314.000000000000e-3     
   582.000000000000e-3        321.000000000000e-3     
   575.000000000000e-3        321.000000000000e-3     
   575.000000000000e-3        335.000000000000e-3     
   525.000000000000e-3        335.000000000000e-3     
   525.000000000000e-3        314.000000000000e-3     
   525.000000000000e-3        299.000000000000e-3     
   525.000000000000e-3        281.000000000000e-3     
   525.000000000000e-3        233.000000000000e-3     
   525.000000000000e-3        214.000000000000e-3     
   525.000000000000e-3        193.000000000000e-3     
   525.000000000000e-3        171.000000000000e-3     
   546.000000000000e-3        171.000000000000e-3     
   546.000000000000e-3        150.000000000000e-3     
   568.000000000000e-3        150.000000000000e-3     
   475.000000000000e-3        160.000000000000e-3     
   603.000000000000e-3        150.000000000000e-3     
   624.000000000000e-3        150.000000000000e-3     
   624.000000000000e-3        136.000000000000e-3     
   596.000000000000e-3        136.000000000000e-3     
   575.000000000000e-3        136.000000000000e-3     
   553.000000000000e-3        136.000000000000e-3     
   532.000000000000e-3        136.000000000000e-3     
   575.000000000000e-3        356.000000000000e-3     
   489.000000000000e-3        136.000000000000e-3     
   468.000000000000e-3        136.000000000000e-3     
   447.000000000000e-3        136.000000000000e-3     
   425.000000000000e-3        136.000000000000e-3     
   404.000000000000e-3        136.000000000000e-3     
   370.000000000000e-3        136.000000000000e-3     
   361.000000000000e-3        150.000000000000e-3     
   340.000000000000e-3        136.000000000000e-3     
   326.000000000000e-3        136.000000000000e-3     
   301.000000000000e-3        136.000000000000e-3     
   276.000000000000e-3        136.000000000000e-3     
   254.000000000000e-3        136.000000000000e-3     
   315.000000000000e-3        136.000000000000e-3     
   212.000000000000e-3        136.000000000000e-3     
   190.000000000000e-3        136.000000000000e-3     
   338.000000000000e-3        150.000000000000e-3     
   155.000000000000e-3        136.000000000000e-3     
   624.000000000000e-3        299.000000000000e-3     
   318.000000000000e-3        321.000000000000e-3     
   155.000000000000e-3        314.000000000000e-3     
   311.000000000000e-3        356.000000000000e-3     
   355.000000000000e-3        136.000000000000e-3     
   318.000000000000e-3        314.000000000000e-3     
   362.000000000000e-3        164.000000000000e-3     
   254.000000000000e-3        356.000000000000e-3     
   383.000000000000e-3        333.000000000000e-3     
   447.000000000000e-3        335.000000000000e-3     
   470.000000000000e-3        345.000000000000e-3     
   525.000000000000e-3        250.000000000000e-3     
   546.000000000000e-3        335.000000000000e-3     
   525.000000000000e-3        261.000000000000e-3     
   525.000000000000e-3        356.000000000000e-3     
   336.000000000000e-3        298.000000000000e-3     
   336.000000000000e-3        313.000000000000e-3     
   293.000000000000e-3        136.000000000000e-3     
   336.000000000000e-3        306.000000000000e-3     
   425.000000000000e-3        264.000000000000e-3     
   391.000000000000e-3        353.000000000000e-3     
   482.000000000000e-3        335.000000000000e-3     
   429.000000000000e-3        167.000000000000e-3     
   330.000000000000e-3        150.000000000000e-3     
   368.000000000000e-3        150.000000000000e-3     
